station_name,row_kind,slot,day_group,package_name,broadcast_frequency,coverage_type,province_codes,city_labels,language_codes,target_audience,existing_audience_age_skew,existing_audience_gender_skew,existing_audience_lsm_range,station_tier,station_format,audience_income_fit,premium_mass_fit,price_positioning_fit,youth_fit,family_fit,professional_fit,commuter_fit,high_value_client_fit,business_decision_maker_fit,morning_drive_fit,workday_fit,afternoon_drive_fit,evening_fit,weekend_fit,urban_rural_fit,language_context_fit,buying_behaviour_fit,brand_safety_fit,objective_fit_primary,objective_fit_secondary,audience_age_skew,audience_gender_skew,content_environment,presenter_or_show_context,primary_audience_tags,secondary_audience_tags,recommendation_tags,intelligence_notes,source_urls,data_confidence,updated_by,internal_key,media_outlet_code,source_type
Metro FM,station,,,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,Enriched via web research April 2026; SABC data from SABC Rate Card FY2024-2025 (eff. July 2024) + BRC RAMS Amplify Jan'22-Dec'23. Cross-check with BRC TAMS/RAMS for TV.,,,,radio_metro_fm|station,radio_metro_fm,radio_station
Metro FM,slot,17:00-18:00,weekday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|weekday|17:00-18:00,radio_metro_fm,radio_slot
Metro FM,slot,18:00-19:00,weekday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|weekday|18:00-19:00,radio_metro_fm,radio_slot
Metro FM,slot,19:00-21:00,weekday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|weekday|19:00-21:00,radio_metro_fm,radio_slot
Metro FM,slot,21:00-24:00,weekday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|weekday|21:00-24:00,radio_metro_fm,radio_slot
Metro FM,slot,00:00-03:00,saturday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|saturday|00:00-03:00,radio_metro_fm,radio_slot
Metro FM,slot,03:00-06:00,saturday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|saturday|03:00-06:00,radio_metro_fm,radio_slot
Metro FM,slot,06:00-09:00,saturday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|saturday|06:00-09:00,radio_metro_fm,radio_slot
Metro FM,slot,09:00-12:00,saturday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|saturday|09:00-12:00,radio_metro_fm,radio_slot
Metro FM,slot,12:00-15:00,saturday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|saturday|12:00-15:00,radio_metro_fm,radio_slot
Metro FM,slot,15:00-18:00,saturday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|saturday|15:00-18:00,radio_metro_fm,radio_slot
Metro FM,slot,18:00-19:00,saturday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|saturday|18:00-19:00,radio_metro_fm,radio_slot
Metro FM,slot,19:00-22:00,saturday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|saturday|19:00-22:00,radio_metro_fm,radio_slot
Metro FM,slot,22:00-24:00,saturday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|saturday|22:00-24:00,radio_metro_fm,radio_slot
Metro FM,slot,00:00-03:00,sunday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|sunday|00:00-03:00,radio_metro_fm,radio_slot
Metro FM,slot,03:00-06:00,sunday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|sunday|03:00-06:00,radio_metro_fm,radio_slot
Metro FM,slot,06:00-09:00,sunday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|sunday|06:00-09:00,radio_metro_fm,radio_slot
Metro FM,slot,09:00-12:00,sunday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|sunday|09:00-12:00,radio_metro_fm,radio_slot
Metro FM,slot,12:00-15:00,sunday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|sunday|12:00-15:00,radio_metro_fm,radio_slot
Metro FM,slot,15:00-18:00,sunday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|sunday|15:00-18:00,radio_metro_fm,radio_slot
Metro FM,slot,18:00-19:00,sunday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|sunday|18:00-19:00,radio_metro_fm,radio_slot
Metro FM,slot,19:00-22:00,sunday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|sunday|19:00-22:00,radio_metro_fm,radio_slot
Metro FM,slot,22:00-24:00,sunday,,24/7 national terrestrial FM + streaming,national,national,,english,"Urban, aspirant, influential black market; youthful urban adults.",Adults 15+; youthful urban adults,Male-leaning,LSM 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,national; urban; commercial; aspirational; influential; music; news; lifestyle,,,,,,,radio_metro_fm|slot|sunday|22:00-24:00,radio_metro_fm,radio_slot
