station_name,row_kind,slot,day_group,package_name,broadcast_frequency,coverage_type,province_codes,city_labels,language_codes,target_audience,existing_audience_age_skew,existing_audience_gender_skew,existing_audience_lsm_range,station_tier,station_format,audience_income_fit,premium_mass_fit,price_positioning_fit,youth_fit,family_fit,professional_fit,commuter_fit,high_value_client_fit,business_decision_maker_fit,morning_drive_fit,workday_fit,afternoon_drive_fit,evening_fit,weekend_fit,urban_rural_fit,language_context_fit,buying_behaviour_fit,brand_safety_fit,objective_fit_primary,objective_fit_secondary,audience_age_skew,audience_gender_skew,content_environment,presenter_or_show_context,primary_audience_tags,secondary_audience_tags,recommendation_tags,intelligence_notes,source_urls,data_confidence,updated_by,internal_key,media_outlet_code,source_type
Munghana Lonene FM,station,,,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,"Pricing guidance: Weekday Breakfast (06:00–09:00): R4,000–R6,000 per 30"" spot; Drive (16:00–18:00): R3,000–R4,500 (SABC FY2024-2025 rate card) | Enriched via web research April 2026; SABC data from SABC Rate Card FY2024-2025 (eff. July 2024) + BRC RAMS Amplify Jan'22-Dec'23. Cross-check with BRC TAMS/RAMS for TV.",,,,radio_munghana_lonene_fm|station,radio_munghana_lonene_fm,radio_station
Munghana Lonene FM,slot,20:00-21:00,saturday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|saturday|20:00-21:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,21:00-24:00,saturday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|saturday|21:00-24:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,00:00-03:00,sunday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|sunday|00:00-03:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,03:00-06:00,sunday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|sunday|03:00-06:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,06:00-08:00,sunday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|sunday|06:00-08:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,08:00-09:00,sunday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|sunday|08:00-09:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,09:00-10:00,sunday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|sunday|09:00-10:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,10:00-11:00,sunday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|sunday|10:00-11:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,11:00-13:00,sunday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|sunday|11:00-13:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,13:00-14:00,sunday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|sunday|13:00-14:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,14:00-18:00,sunday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|sunday|14:00-18:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,18:00-19:00,sunday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|sunday|18:00-19:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,19:00-21:00,sunday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|sunday|19:00-21:00,radio_munghana_lonene_fm,radio_slot
Munghana Lonene FM,slot,21:00-24:00,sunday,,"24/7 terrestrial FM; Xitsonga/Shangaan-language, Limpopo",regional,limpopo; mpumalanga; gauteng; north_west,,xitsonga,Xitsonga-speaking family-oriented audience across multiple provinces.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Xitsonga; family; community; multi-province; music; talk,,,,,,,radio_munghana_lonene_fm|slot|sunday|21:00-24:00,radio_munghana_lonene_fm,radio_slot
