station_name,row_kind,slot,day_group,package_name,broadcast_frequency,coverage_type,province_codes,city_labels,language_codes,target_audience,existing_audience_age_skew,existing_audience_gender_skew,existing_audience_lsm_range,station_tier,station_format,audience_income_fit,premium_mass_fit,price_positioning_fit,youth_fit,family_fit,professional_fit,commuter_fit,high_value_client_fit,business_decision_maker_fit,morning_drive_fit,workday_fit,afternoon_drive_fit,evening_fit,weekend_fit,urban_rural_fit,language_context_fit,buying_behaviour_fit,brand_safety_fit,objective_fit_primary,objective_fit_secondary,audience_age_skew,audience_gender_skew,content_environment,presenter_or_show_context,primary_audience_tags,secondary_audience_tags,recommendation_tags,intelligence_notes,source_urls,data_confidence,updated_by,internal_key,media_outlet_code,source_type
Phalaphala FM,station,,,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,"Pricing guidance: Weekday Breakfast (06:00–09:00): R3,500–R5,500 per 30"" spot; Drive (16:00–18:00): R2,800–R4,500 (SABC FY2024-2025 rate card) | Enriched via web research April 2026; SABC data from SABC Rate Card FY2024-2025 (eff. July 2024) + BRC RAMS Amplify Jan'22-Dec'23. Cross-check with BRC TAMS/RAMS for TV.",,,,radio_phalaphala_fm|station,radio_phalaphala_fm,radio_station
Phalaphala FM,slot,20:00-21:00,weekday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|weekday|20:00-21:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,21:00-24:00,weekday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|weekday|21:00-24:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,00:00-03:00,saturday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|saturday|00:00-03:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,03:00-06:00,saturday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|saturday|03:00-06:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,06:00-07:00,saturday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|saturday|06:00-07:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,07:00-09:00,saturday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|saturday|07:00-09:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,09:00-11:00,saturday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|saturday|09:00-11:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,11:00-12:00,saturday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|saturday|11:00-12:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,12:00-14:00,saturday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|saturday|12:00-14:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,14:00-18:00,saturday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|saturday|14:00-18:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,18:00-21:00,saturday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|saturday|18:00-21:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,21:00-24:00,saturday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|saturday|21:00-24:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,00:00-03:00,sunday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|sunday|00:00-03:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,03:00-06:00,sunday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|sunday|03:00-06:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,06:00-07:00,sunday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|sunday|06:00-07:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,07:00-10:00,sunday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|sunday|07:00-10:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,10:00-12:00,sunday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|sunday|10:00-12:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,12:00-14:00,sunday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|sunday|12:00-14:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,14:00-18:00,sunday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|sunday|14:00-18:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,18:00-19:00,sunday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|sunday|18:00-19:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,19:00-20:00,sunday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|sunday|19:00-20:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,20:00-21:00,sunday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|sunday|20:00-21:00,radio_phalaphala_fm,radio_slot
Phalaphala FM,slot,21:00-24:00,sunday,,"24/7 terrestrial FM; Tshivenda-language, Limpopo",regional,limpopo; gauteng; north_west; mpumalanga,,tshivenda,Rural and urban Tshivenda-speaking and understanding audiences.,Adults 15+,Balanced,LSM 3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshivenda; Limpopo; community; urban/rural; music; talk,,,,,,,radio_phalaphala_fm|slot|sunday|21:00-24:00,radio_phalaphala_fm,radio_slot
